##### start data
#F Ni_300mesh_2-13_NISTsi_nor.gr
#D Wed May  3 11:48:27 2006
#C 
#S 1    G(r)
#D 
#L r(A)    G(r)    d_r    d_Gr
   2.905000e+01     7.467490e-01    -2.190318e+01     4.752719e-04  
   2.906000e+01     6.874646e-01    -2.191072e+01     4.746801e-04  
   2.907000e+01     6.345619e-01    -2.191826e+01     4.742020e-04  
   2.908000e+01     5.886686e-01    -2.192580e+01     4.739491e-04  
   2.909000e+01     5.504989e-01    -2.193334e+01     4.739602e-04  
   2.910000e+01     5.208109e-01    -2.194088e+01     4.741906e-04  
   2.911000e+01     5.003598e-01    -2.194842e+01     4.745268e-04  
   2.912000e+01     4.898480e-01    -2.195596e+01     4.748227e-04  
   2.913000e+01     4.898752e-01    -2.196350e+01     4.749452e-04  
   2.914000e+01     5.008908e-01    -2.197104e+01     4.748160e-04  
   2.915000e+01     5.231508e-01    -2.197858e+01     4.744354e-04  
   2.916000e+01     5.566820e-01    -2.198612e+01     4.738837e-04  
   2.917000e+01     6.012537e-01    -2.199366e+01     4.732976e-04  
   2.918000e+01     6.563594e-01    -2.200120e+01     4.728291e-04  
   2.919000e+01     7.212081e-01    -2.200874e+01     4.725996e-04  
   2.920000e+01     7.947268e-01    -2.201628e+01     4.726627e-04  
   2.921000e+01     8.755718e-01    -2.202382e+01     4.729873e-04  
   2.922000e+01     9.621501e-01    -2.203136e+01     4.734678e-04  
   2.923000e+01     1.052649e+00    -2.203890e+01     4.739561e-04  
   2.924000e+01     1.145069e+00    -2.204644e+01     4.743070e-04  
   2.925000e+01     1.237270e+00    -2.205398e+01     4.744218e-04  
   2.926000e+01     1.327010e+00    -2.206152e+01     4.742775e-04  
   2.927000e+01     1.411994e+00    -2.206906e+01     4.739329e-04  
   2.928000e+01     1.489916e+00    -2.207660e+01     4.735104e-04  
   2.929000e+01     1.558508e+00    -2.208414e+01     4.731580e-04  
   2.930000e+01     1.615579e+00    -2.209168e+01     4.730038e-04  
   2.931000e+01     1.659054e+00    -2.209922e+01     4.731155e-04  
   2.932000e+01     1.687010e+00    -2.210676e+01     4.734794e-04  
   2.933000e+01     1.697706e+00    -2.211430e+01     4.740038e-04  
   2.934000e+01     1.689609e+00    -2.212184e+01     4.745474e-04  
   2.935000e+01     1.661417e+00    -2.212938e+01     4.749620e-04  
   2.936000e+01     1.612081e+00    -2.213692e+01     4.751375e-04  
   2.937000e+01     1.540817e+00    -2.214446e+01     4.750347e-04  
   2.938000e+01     1.447121e+00    -2.215200e+01     4.746968e-04  
   2.939000e+01     1.330779e+00    -2.215954e+01     4.742361e-04  
   2.940000e+01     1.191873e+00    -2.216708e+01     4.737999e-04  
   2.941000e+01     1.030787e+00    -2.217462e+01     4.735256e-04  
   2.942000e+01     8.482084e-01    -2.218216e+01     4.734987e-04  
   2.943000e+01     6.451250e-01    -2.218970e+01     4.737263e-04  
   2.944000e+01     4.228215e-01    -2.219724e+01     4.741351e-04  
   2.945000e+01     1.828686e-01    -2.220478e+01     4.745947e-04  
   2.946000e+01    -7.289216e-02    -2.221232e+01     4.749580e-04  
   2.947000e+01    -3.423680e-01    -2.221986e+01     4.751065e-04  
   2.948000e+01    -6.232408e-01    -2.222740e+01     4.749869e-04  
   2.949000e+01    -9.129986e-01    -2.223494e+01     4.746269e-04  
   2.950000e+01    -1.208973e+00    -2.224247e+01     4.741278e-04  
   2.951000e+01    -1.508379e+00    -2.225001e+01     4.736342e-04  
   2.952000e+01    -1.808365e+00    -2.225755e+01     4.732903e-04  
   2.953000e+01    -2.106056e+00    -2.226509e+01     4.731960e-04  
   2.954000e+01    -2.398610e+00    -2.227263e+01     4.733761e-04  
   2.955000e+01    -2.683263e+00    -2.228017e+01     4.737733e-04  
   2.956000e+01    -2.957377e+00    -2.228771e+01     4.742658e-04  
   2.957000e+01    -3.218487e+00    -2.229525e+01     4.747052e-04  
   2.958000e+01    -3.464334e+00    -2.230279e+01     4.749618e-04  
   2.959000e+01    -3.692901e+00    -2.231033e+01     4.749642e-04  
   2.960000e+01    -3.902429e+00    -2.231787e+01     4.747202e-04  
   2.961000e+01    -4.091437e+00    -2.232541e+01     4.743140e-04  
   2.962000e+01    -4.258717e+00    -2.233295e+01     4.738812e-04  
   2.963000e+01    -4.403334e+00    -2.234049e+01     4.735664e-04  
   2.964000e+01    -4.524610e+00    -2.234803e+01     4.734786e-04  
   2.965000e+01    -4.622100e+00    -2.235557e+01     4.736574e-04  
   2.966000e+01    -4.695566e+00    -2.236311e+01     4.740597e-04  
   2.967000e+01    -4.744942e+00    -2.237065e+01     4.745728e-04  
   2.968000e+01    -4.770309e+00    -2.237819e+01     4.750488e-04  
   2.969000e+01    -4.771856e+00    -2.238573e+01     4.753495e-04  
   2.970000e+01    -4.749852e+00    -2.239327e+01     4.753878e-04  
   2.971000e+01    -4.704629e+00    -2.240081e+01     4.751538e-04  
   2.972000e+01    -4.636556e+00    -2.240835e+01     4.747173e-04  
   2.973000e+01    -4.546040e+00    -2.241589e+01     4.742071e-04  
   2.974000e+01    -4.433520e+00    -2.242343e+01     4.737717e-04  
   2.975000e+01    -4.299478e+00    -2.243097e+01     4.735341e-04  
   2.976000e+01    -4.144455e+00    -2.243851e+01     4.735545e-04  
   2.977000e+01    -3.969075e+00    -2.244605e+01     4.738116e-04  
   2.978000e+01    -3.774070e+00    -2.245359e+01     4.742096e-04  
   2.979000e+01    -3.560315e+00    -2.246113e+01     4.746089e-04  
   2.980000e+01    -3.328852e+00    -2.246867e+01     4.748690e-04  
   2.981000e+01    -3.080921e+00    -2.247621e+01     4.748921e-04  
   2.982000e+01    -2.817977e+00    -2.248375e+01     4.746528e-04  
   2.983000e+01    -2.541712e+00    -2.249129e+01     4.742068e-04  
   2.984000e+01    -2.254047e+00    -2.249883e+01     4.736745e-04  
   2.985000e+01    -1.957134e+00    -2.250637e+01     4.732051e-04  
   2.986000e+01    -1.653331e+00    -2.251391e+01     4.729318e-04  
   2.987000e+01    -1.345175e+00    -2.252145e+01     4.729311e-04  
   2.988000e+01    -1.035331e+00    -2.252899e+01     4.731997e-04  
   2.989000e+01    -7.265492e-01    -2.253653e+01     4.736555e-04  
   2.990000e+01    -4.215954e-01    -2.254407e+01     4.741639e-04  
   2.991000e+01    -1.231903e-01    -2.255161e+01     4.745783e-04  
   2.992000e+01     1.660610e-01    -2.255915e+01     4.747856e-04  
   2.993000e+01     4.437354e-01    -2.256669e+01     4.747393e-04  
   2.994000e+01     7.076551e-01    -2.257423e+01     4.744732e-04  
   2.995000e+01     9.559431e-01    -2.258177e+01     4.740902e-04  
   2.996000e+01     1.187069e+00    -2.258931e+01     4.737311e-04  
   2.997000e+01     1.399880e+00    -2.259685e+01     4.735301e-04  
   2.998000e+01     1.593623e+00    -2.260439e+01     4.735734e-04  
   2.999000e+01     1.767947e+00    -2.261193e+01     4.738717e-04  
   3.000000e+01     1.922891e+00    -2.261947e+01     4.743561e-04  
   3.001000e+01     2.058860e+00    -2.262701e+01     4.748993e-04  
   3.002000e+01     2.176587e+00    -2.263455e+01     4.753543e-04  
   3.003000e+01     2.277080e+00    -2.264209e+01     4.755990e-04  
   3.004000e+01     2.361564e+00    -2.264963e+01     4.755728e-04  
   3.005000e+01     2.431419e+00    -2.265717e+01     4.752951e-04  
   3.006000e+01     2.488110e+00    -2.266471e+01     4.748589e-04  
   3.007000e+01     2.533120e+00    -2.267224e+01     4.744033e-04  
   3.008000e+01     2.567884e+00    -2.267978e+01     4.740711e-04  
   3.009000e+01     2.593736e+00    -2.268732e+01     4.739656e-04  
   3.010000e+01     2.611853e+00    -2.269486e+01     4.741189e-04  
   3.011000e+01     2.623216e+00    -2.270240e+01     4.744821e-04  
   3.012000e+01     2.628584e+00    -2.270994e+01     4.749413e-04  
   3.013000e+01     2.628470e+00    -2.271748e+01     4.753528e-04  
   3.014000e+01     2.623141e+00    -2.272502e+01     4.755875e-04  
   3.015000e+01     2.612620e+00    -2.273256e+01     4.755701e-04  
   3.016000e+01     2.596701e+00    -2.274010e+01     4.753018e-04  
   3.017000e+01     2.574977e+00    -2.274764e+01     4.748599e-04  
   3.018000e+01     2.546868e+00    -2.275518e+01     4.743741e-04  
   3.019000e+01     2.511657e+00    -2.276272e+01     4.739872e-04  
   3.020000e+01     2.468537e+00    -2.277026e+01     4.738106e-04  
   3.021000e+01     2.416650e+00    -2.277780e+01     4.738898e-04  
   3.022000e+01     2.355128e+00    -2.278534e+01     4.741899e-04  
   3.023000e+01     2.283142e+00    -2.279288e+01     4.746062e-04  
   3.024000e+01     2.199937e+00    -2.280042e+01     4.749966e-04  
   3.025000e+01     2.104868e+00    -2.280796e+01     4.752247e-04  
   3.026000e+01     1.997436e+00    -2.281550e+01     4.752021e-04  
   3.027000e+01     1.877316e+00    -2.282304e+01     4.749147e-04  
   3.028000e+01     1.744375e+00    -2.283058e+01     4.744276e-04  
   3.029000e+01     1.598696e+00    -2.283812e+01     4.738663e-04  
   3.030000e+01     1.440586e+00    -2.284566e+01     4.733793e-04  
   3.031000e+01     1.270584e+00    -2.285320e+01     4.730933e-04  
   3.032000e+01     1.089464e+00    -2.286074e+01     4.730752e-04  
   3.033000e+01     8.982299e-01    -2.286828e+01     4.733119e-04  
   3.034000e+01     6.981059e-01    -2.287582e+01     4.737150e-04  
   3.035000e+01     4.905228e-01    -2.288336e+01     4.741489e-04  
   3.036000e+01     2.770973e-01    -2.289090e+01     4.744727e-04  
   3.037000e+01     5.960740e-02    -2.289844e+01     4.745832e-04  
   3.038000e+01    -1.600372e-01    -2.290598e+01     4.744465e-04  
   3.039000e+01    -3.798293e-01    -2.291352e+01     4.741071e-04  
   3.040000e+01    -5.977017e-01    -2.292106e+01     4.736749e-04  
   3.041000e+01    -8.115670e-01    -2.292860e+01     4.732912e-04  
   3.042000e+01    -1.019360e+00    -2.293614e+01     4.730846e-04  
   3.043000e+01    -1.219079e+00    -2.294368e+01     4.731316e-04  
   3.044000e+01    -1.408827e+00    -2.295122e+01     4.734315e-04  
   3.045000e+01    -1.586848e+00    -2.295876e+01     4.739063e-04  
   3.046000e+01    -1.751565e+00    -2.296630e+01     4.744248e-04  
   3.047000e+01    -1.901601e+00    -2.297384e+01     4.748417e-04  
   3.048000e+01    -2.035805e+00    -2.298138e+01     4.750420e-04  
   3.049000e+01    -2.153260e+00    -2.298892e+01     4.749754e-04  
   3.050000e+01    -2.253288e+00    -2.299646e+01     4.746709e-04  
   3.051000e+01    -2.335444e+00    -2.300400e+01     4.742279e-04  
   3.052000e+01    -2.399497e+00    -2.301154e+01     4.737864e-04  
   3.053000e+01    -2.445411e+00    -2.301908e+01     4.734845e-04  
   3.054000e+01    -2.473311e+00    -2.302662e+01     4.734158e-04  
   3.055000e+01    -2.483446e+00    -2.303416e+01     4.736013e-04  
   3.056000e+01    -2.476156e+00    -2.304170e+01     4.739826e-04  
   3.057000e+01    -2.451827e+00    -2.304924e+01     4.744410e-04  
   3.058000e+01    -2.410859e+00    -2.305678e+01     4.748341e-04  
   3.059000e+01    -2.353633e+00    -2.306432e+01     4.750395e-04  
   3.060000e+01    -2.280487e+00    -2.307186e+01     4.749924e-04  
   3.061000e+01    -2.191705e+00    -2.307940e+01     4.747048e-04  
   3.062000e+01    -2.087515e+00    -2.308694e+01     4.742621e-04  
   3.063000e+01    -1.968095e+00    -2.309447e+01     4.737970e-04  
   3.064000e+01    -1.833603e+00    -2.310201e+01     4.734494e-04  
   3.065000e+01    -1.684210e+00    -2.310955e+01     4.733230e-04  
   3.066000e+01    -1.520142e+00    -2.311709e+01     4.734532e-04  
   3.067000e+01    -1.341740e+00    -2.312463e+01     4.737963e-04  
   3.068000e+01    -1.149518e+00    -2.313217e+01     4.742426e-04  
   3.069000e+01    -9.442209e-01    -2.313971e+01     4.746508e-04  
   3.070000e+01    -7.268841e-01    -2.314725e+01     4.748909e-04  
   3.071000e+01    -4.988861e-01    -2.315479e+01     4.748845e-04  
   3.072000e+01    -2.619867e-01    -2.316233e+01     4.746278e-04  
   3.073000e+01    -1.835317e-02    -2.316987e+01     4.741935e-04  
   3.074000e+01     2.294331e-01    -2.317741e+01     4.737093e-04  
   3.075000e+01     4.783899e-01    -2.318495e+01     4.733185e-04  
   3.076000e+01     7.251705e-01    -2.319249e+01     4.731375e-04  
   3.077000e+01     9.661215e-01    -2.320003e+01     4.732192e-04  
   3.078000e+01     1.197363e+00    -2.320757e+01     4.735369e-04  
   3.079000e+01     1.414890e+00    -2.321511e+01     4.739930e-04  
   3.080000e+01     1.614685e+00    -2.322265e+01     4.744487e-04  
   3.081000e+01     1.792851e+00    -2.323019e+01     4.747671e-04  
   3.082000e+01     1.945744e+00    -2.323773e+01     4.748545e-04  
   3.083000e+01     2.070114e+00    -2.324527e+01     4.746884e-04  
   3.084000e+01     2.163233e+00    -2.325281e+01     4.743248e-04  
   3.085000e+01     2.223023e+00    -2.326035e+01     4.738804e-04  
   3.086000e+01     2.248156e+00    -2.326789e+01     4.734980e-04  
   3.087000e+01     2.238145e+00    -2.327543e+01     4.733022e-04  
   3.088000e+01     2.193394e+00    -2.328297e+01     4.733614e-04  
   3.089000e+01     2.115235e+00    -2.329051e+01     4.736665e-04  
   3.090000e+01     2.005919e+00    -2.329805e+01     4.741337e-04  
   3.091000e+01     1.868580e+00    -2.330559e+01     4.746303e-04  
   3.092000e+01     1.707171e+00    -2.331313e+01     4.750160e-04  
   3.093000e+01     1.526363e+00    -2.332067e+01     4.751851e-04  
   3.094000e+01     1.331422e+00    -2.332821e+01     4.750985e-04  
   3.095000e+01     1.128061e+00    -2.333575e+01     4.747954e-04  
   3.096000e+01     9.222729e-01    -2.334329e+01     4.743814e-04  
   3.097000e+01     7.201606e-01    -2.335083e+01     4.739963e-04  
   3.098000e+01     5.277514e-01    -2.335837e+01     4.737714e-04  
   3.099000e+01     3.508204e-01    -2.336591e+01     4.737890e-04  
   3.100000e+01     1.947182e-01    -2.337345e+01     4.740567e-04  
   3.101000e+01     6.421447e-02    -2.338099e+01     4.745047e-04  
   3.102000e+01    -3.664075e-02    -2.338853e+01     4.750075e-04  
   3.103000e+01    -1.046319e-01    -2.339607e+01     4.754221e-04  
   3.104000e+01    -1.374659e-01    -2.340361e+01     4.756312e-04  
   3.105000e+01    -1.338312e-01    -2.341115e+01     4.755787e-04  
   3.106000e+01    -9.342689e-02    -2.341869e+01     4.752859e-04  
   3.107000e+01    -1.696101e-02    -2.342623e+01     4.748451e-04  
   3.108000e+01     9.387967e-02    -2.343377e+01     4.743914e-04  
   3.109000e+01     2.364874e-01    -2.344131e+01     4.740619e-04  
   3.110000e+01     4.074154e-01    -2.344885e+01     4.739531e-04  
   3.111000e+01     6.024809e-01    -2.345639e+01     4.740920e-04  
   3.112000e+01     8.168848e-01    -2.346393e+01     4.744274e-04  
   3.113000e+01     1.045345e+00    -2.347147e+01     4.748464e-04  
   3.114000e+01     1.282235e+00    -2.347901e+01     4.752094e-04  
   3.115000e+01     1.521733e+00    -2.348655e+01     4.753936e-04  
   3.116000e+01     1.757963e+00    -2.349409e+01     4.753301e-04  
   3.117000e+01     1.985137e+00    -2.350163e+01     4.750252e-04  
   3.118000e+01     2.197690e+00    -2.350917e+01     4.745587e-04  
   3.119000e+01     2.390398e+00    -2.351670e+01     4.740602e-04  
   3.120000e+01     2.558494e+00    -2.352424e+01     4.736698e-04  
   3.121000e+01     2.697758e+00    -2.353178e+01     4.734953e-04  
   3.122000e+01     2.804596e+00    -2.353932e+01     4.735791e-04  
   3.123000e+01     2.876101e+00    -2.354686e+01     4.738852e-04  
   3.124000e+01     2.910095e+00    -2.355440e+01     4.743103e-04  
   3.125000e+01     2.905150e+00    -2.356194e+01     4.747160e-04  
   3.126000e+01     2.860598e+00    -2.356948e+01     4.749711e-04  
   3.127000e+01     2.776517e+00    -2.357702e+01     4.749915e-04  
   3.128000e+01     2.653703e+00    -2.358456e+01     4.747658e-04  
   3.129000e+01     2.493628e+00    -2.359210e+01     4.743583e-04  
   3.130000e+01     2.298386e+00    -2.359964e+01     4.738899e-04  
   3.131000e+01     2.070625e+00    -2.360718e+01     4.735013e-04  
   3.132000e+01     1.813473e+00    -2.361472e+01     4.733100e-04  
   3.133000e+01     1.530456e+00    -2.362226e+01     4.733738e-04  
   3.134000e+01     1.225412e+00    -2.362980e+01     4.736731e-04  
   3.135000e+01     9.024031e-01    -2.363734e+01     4.741167e-04  
   3.136000e+01     5.656336e-01    -2.364488e+01     4.745700e-04  
   3.137000e+01     2.193631e-01    -2.365242e+01     4.748961e-04  
   3.138000e+01    -1.321682e-01    -2.365996e+01     4.749977e-04  
   3.139000e+01    -4.848083e-01    -2.366750e+01     4.748454e-04  
   3.140000e+01    -8.345537e-01    -2.367504e+01     4.744873e-04  
   3.141000e+01    -1.177598e+00    -2.368258e+01     4.740335e-04  
   3.142000e+01    -1.510369e+00    -2.369012e+01     4.736229e-04  
   3.143000e+01    -1.829557e+00    -2.369766e+01     4.733808e-04  
   3.144000e+01    -2.132126e+00    -2.370520e+01     4.733797e-04  
   3.145000e+01    -2.415325e+00    -2.371274e+01     4.736172e-04  
   3.146000e+01    -2.676675e+00    -2.372028e+01     4.740166e-04  
   3.147000e+01    -2.913963e+00    -2.372782e+01     4.744507e-04  
   3.148000e+01    -3.125228e+00    -2.373536e+01     4.747809e-04  
   3.149000e+01    -3.308733e+00    -2.374290e+01     4.748998e-04  
   3.150000e+01    -3.462953e+00    -2.375044e+01     4.747639e-04  
   3.151000e+01    -3.586556e+00    -2.375798e+01     4.744066e-04  
   3.152000e+01    -3.678388e+00    -2.376552e+01     4.739291e-04  
   3.153000e+01    -3.737468e+00    -2.377306e+01     4.734693e-04  
   3.154000e+01    -3.762989e+00    -2.378060e+01     4.731611e-04  
   3.155000e+01    -3.754327e+00    -2.378814e+01     4.730929e-04  
   3.156000e+01    -3.711061e+00    -2.379568e+01     4.732809e-04  
   3.157000e+01    -3.632997e+00    -2.380322e+01     4.736644e-04  
   3.158000e+01    -3.520205e+00    -2.381076e+01     4.741248e-04  
   3.159000e+01    -3.373057e+00    -2.381830e+01     4.745223e-04  
   3.160000e+01    -3.192268e+00    -2.382584e+01     4.747386e-04  
   3.161000e+01    -2.978941e+00    -2.383338e+01     4.747128e-04  
   3.162000e+01    -2.734603e+00    -2.384092e+01     4.744598e-04  
   3.163000e+01    -2.461243e+00    -2.384846e+01     4.740648e-04  
   3.164000e+01    -2.161331e+00    -2.385600e+01     4.736582e-04  
   3.165000e+01    -1.837832e+00    -2.386354e+01     4.733751e-04  
   3.166000e+01    -1.494204e+00    -2.387108e+01     4.733136e-04  
   3.167000e+01    -1.134374e+00    -2.387862e+01     4.735044e-04  
   3.168000e+01    -7.627071e-01    -2.388616e+01     4.739007e-04  
   3.169000e+01    -3.839455e-01    -2.389370e+01     4.743923e-04  
   3.170000e+01    -3.138369e-03    -2.390124e+01     4.748399e-04  
   3.171000e+01     3.744468e-01    -2.390878e+01     4.751164e-04  
   3.172000e+01     7.434270e-01    -2.391632e+01     4.751461e-04  
   3.173000e+01     1.098415e+00    -2.392386e+01     4.749265e-04  
   3.174000e+01     1.434141e+00    -2.393140e+01     4.745290e-04  
   3.175000e+01     1.745572e+00    -2.393893e+01     4.740771e-04  
   3.176000e+01     2.028032e+00    -2.394647e+01     4.737087e-04  
   3.177000e+01     2.277320e+00    -2.395401e+01     4.735339e-04  
   3.178000e+01     2.489806e+00    -2.396155e+01     4.736014e-04  
   3.179000e+01     2.662528e+00    -2.396909e+01     4.738829e-04  
   3.180000e+01     2.793258e+00    -2.397663e+01     4.742827e-04  
   3.181000e+01     2.880557e+00    -2.398417e+01     4.746675e-04  
   3.182000e+01     2.923799e+00    -2.399171e+01     4.749073e-04  
   3.183000e+01     2.923184e+00    -2.399925e+01     4.749161e-04  
   3.184000e+01     2.879717e+00    -2.400679e+01     4.746775e-04  
   3.185000e+01     2.795167e+00    -2.401433e+01     4.742506e-04  
   3.186000e+01     2.672017e+00    -2.402187e+01     4.737527e-04  
   3.187000e+01     2.513378e+00    -2.402941e+01     4.733240e-04  
   3.188000e+01     2.322907e+00    -2.403695e+01     4.730857e-04  
   3.189000e+01     2.104697e+00    -2.404449e+01     4.731026e-04  
   3.190000e+01     1.863175e+00    -2.405203e+01     4.733637e-04  
   3.191000e+01     1.602988e+00    -2.405957e+01     4.737858e-04  
   3.192000e+01     1.328888e+00    -2.406711e+01     4.742397e-04  
   3.193000e+01     1.045629e+00    -2.407465e+01     4.745899e-04  
   3.194000e+01     7.578639e-01    -2.408219e+01     4.747359e-04  
   3.195000e+01     4.700517e-01    -2.408973e+01     4.746426e-04  
   3.196000e+01     1.863807e-01    -2.409727e+01     4.743503e-04  
   3.197000e+01    -8.930061e-02    -2.410481e+01     4.739627e-04  
   3.198000e+01    -3.535361e-01    -2.411235e+01     4.736148e-04  
   3.199000e+01    -6.033019e-01    -2.411989e+01     4.734317e-04  
   3.200000e+01    -8.360327e-01    -2.412743e+01     4.734893e-04  
   3.201000e+01    -1.049635e+00    -2.413497e+01     4.737908e-04  
   3.202000e+01    -1.242490e+00    -2.414251e+01     4.742653e-04  
   3.203000e+01    -1.413445e+00    -2.415005e+01     4.747892e-04  
   3.204000e+01    -1.561797e+00    -2.415759e+01     4.752243e-04  
   3.205000e+01    -1.687268e+00    -2.416513e+01     4.754596e-04  
   3.206000e+01    -1.789979e+00    -2.417267e+01     4.754442e-04  
   3.207000e+01    -1.870411e+00    -2.418021e+01     4.752029e-04  
   3.208000e+01    -1.929374e+00    -2.418775e+01     4.748282e-04  
   3.209000e+01    -1.967966e+00    -2.419529e+01     4.744522e-04  
   3.210000e+01    -1.987533e+00    -2.420283e+01     4.742062e-04  
   3.211000e+01    -1.989626e+00    -2.421037e+01     4.741805e-04  
   3.212000e+01    -1.975965e+00    -2.421791e+01     4.743961e-04  
   3.213000e+01    -1.948392e+00    -2.422545e+01     4.747983e-04  
   3.214000e+01    -1.908835e+00    -2.423299e+01     4.752735e-04  
   3.215000e+01    -1.859261e+00    -2.424053e+01     4.756838e-04  
   3.216000e+01    -1.801644e+00    -2.424807e+01     4.759094e-04  
   3.217000e+01    -1.737915e+00    -2.425561e+01     4.758843e-04  
   3.218000e+01    -1.669933e+00    -2.426315e+01     4.756160e-04  
   3.219000e+01    -1.599442e+00    -2.427069e+01     4.751831e-04  
   3.220000e+01    -1.528035e+00    -2.427823e+01     4.747112e-04  
   3.221000e+01    -1.457129e+00    -2.428577e+01     4.743352e-04  
   3.222000e+01    -1.387928e+00    -2.429331e+01     4.741574e-04  
   3.223000e+01    -1.321405e+00    -2.430085e+01     4.742164e-04  
   3.224000e+01    -1.258280e+00    -2.430839e+01     4.744752e-04  
   3.225000e+01    -1.199008e+00    -2.431593e+01     4.748331e-04  
   3.226000e+01    -1.143774e+00    -2.432347e+01     4.751573e-04  
   3.227000e+01    -1.092493e+00    -2.433101e+01     4.753236e-04  
   3.228000e+01    -1.044817e+00    -2.433855e+01     4.752553e-04  
   3.229000e+01    -1.000153e+00    -2.434609e+01     4.749461e-04  
   3.230000e+01    -9.576874e-01    -2.435363e+01     4.744629e-04  
   3.231000e+01    -9.164125e-01    -2.436116e+01     4.739263e-04  
   3.232000e+01    -8.751660e-01    -2.436870e+01     4.734741e-04  
   3.233000e+01    -8.326710e-01    -2.437624e+01     4.732198e-04  
   3.234000e+01    -7.875821e-01    -2.438378e+01     4.732181e-04  
   3.235000e+01    -7.385333e-01    -2.439132e+01     4.734478e-04  
   3.236000e+01    -6.841875e-01    -2.439886e+01     4.738193e-04  
   3.237000e+01    -6.232859e-01    -2.440640e+01     4.742016e-04  
   3.238000e+01    -5.546955e-01    -2.441394e+01     4.744635e-04  
   3.239000e+01    -4.774531e-01    -2.442148e+01     4.745128e-04  
   3.240000e+01    -3.908061e-01    -2.442902e+01     4.743242e-04  
   3.241000e+01    -2.942457e-01    -2.443656e+01     4.739469e-04  
   3.242000e+01    -1.875358e-01    -2.444410e+01     4.734894e-04  
   3.243000e+01    -7.073223e-02    -2.445164e+01     4.730862e-04  
   3.244000e+01     5.580376e-02    -2.445918e+01     4.728571e-04  
   3.245000e+01     1.914017e-01    -2.446672e+01     4.728697e-04  
   3.246000e+01     3.350855e-01    -2.447426e+01     4.731185e-04  
   3.247000e+01     4.855854e-01    -2.448180e+01     4.735266e-04  
   3.248000e+01     6.413575e-01    -2.448934e+01     4.739698e-04  
   3.249000e+01     8.006103e-01    -2.449688e+01     4.743145e-04  
   3.250000e+01     9.613379e-01    -2.450442e+01     4.744588e-04  
   3.251000e+01     1.121359e+00    -2.451196e+01     4.743632e-04  
   3.252000e+01     1.278358e+00    -2.451950e+01     4.740627e-04  
   3.253000e+01     1.429937e+00    -2.452704e+01     4.736562e-04  
   3.254000e+01     1.573660e+00    -2.453458e+01     4.732764e-04  
   3.255000e+01     1.707106e+00    -2.454212e+01     4.730498e-04  
   3.256000e+01     1.827924e+00    -2.454966e+01     4.730571e-04  
   3.257000e+01     1.933877e+00    -2.455720e+01     4.733086e-04  
   3.258000e+01     2.022900e+00    -2.456474e+01     4.737408e-04  
   3.259000e+01     2.093139e+00    -2.457228e+01     4.742355e-04  
   3.260000e+01     2.143000e+00    -2.457982e+01     4.746563e-04  
   3.261000e+01     2.171184e+00    -2.458736e+01     4.748901e-04  
   3.262000e+01     2.176721e+00    -2.459490e+01     4.748803e-04  
   3.263000e+01     2.158997e+00    -2.460244e+01     4.746442e-04  
   3.264000e+01     2.117775e+00    -2.460998e+01     4.742671e-04  
   3.265000e+01     2.053204e+00    -2.461752e+01     4.738759e-04  
   3.266000e+01     1.965828e+00    -2.462506e+01     4.736009e-04  
   3.267000e+01     1.856581e+00    -2.463260e+01     4.735351e-04  
   3.268000e+01     1.726772e+00    -2.464014e+01     4.737057e-04  
   3.269000e+01     1.578073e+00    -2.464768e+01     4.740656e-04  
   3.270000e+01     1.412481e+00    -2.465522e+01     4.745080e-04  
   3.271000e+01     1.232294e+00    -2.466276e+01     4.748997e-04  
   3.272000e+01     1.040062e+00    -2.467030e+01     4.751219e-04  
   3.273000e+01     8.385434e-01    -2.467784e+01     4.751066e-04  
   3.274000e+01     6.306541e-01    -2.468538e+01     4.748571e-04  
   3.275000e+01     4.194100e-01    -2.469292e+01     4.744476e-04  
   3.276000e+01     2.078717e-01    -2.470046e+01     4.740007e-04  
   3.277000e+01    -9.141157e-04    -2.470800e+01     4.736510e-04  
   3.278000e+01    -2.039717e-01    -2.471554e+01     4.735034e-04  
   3.279000e+01    -3.984517e-01    -2.472308e+01     4.736015e-04  
   3.280000e+01    -5.816830e-01    -2.473062e+01     4.739142e-04  
   3.281000e+01    -7.512203e-01    -2.473816e+01     4.743453e-04  
   3.282000e+01    -9.048853e-01    -2.474570e+01     4.747635e-04  
   3.283000e+01    -1.040803e+00    -2.475324e+01     4.750426e-04  
   3.284000e+01    -1.157427e+00    -2.476078e+01     4.750998e-04  
   3.285000e+01    -1.253563e+00    -2.476832e+01     4.749207e-04  
   3.286000e+01    -1.328378e+00    -2.477586e+01     4.745634e-04  
   3.287000e+01    -1.381406e+00    -2.478340e+01     4.741406e-04  
   3.288000e+01    -1.412542e+00    -2.479093e+01     4.737857e-04  
   3.289000e+01    -1.422033e+00    -2.479847e+01     4.736113e-04  
   3.290000e+01    -1.410457e+00    -2.480601e+01     4.736749e-04  
   3.291000e+01    -1.378703e+00    -2.481355e+01     4.739605e-04  
   3.292000e+01    -1.327937e+00    -2.482109e+01     4.743836e-04  
   3.293000e+01    -1.259570e+00    -2.482863e+01     4.748172e-04  
   3.294000e+01    -1.175224e+00    -2.483617e+01     4.751309e-04  
   3.295000e+01    -1.076691e+00    -2.484371e+01     4.752300e-04  
   3.296000e+01    -9.658934e-01    -2.485125e+01     4.750847e-04  
