##### start data
#F Ni_300mesh_2-13_NISTsi_nor.gr
#D Wed May  3 11:48:27 2006
#C 
#S 1    G(r)
#D 
#L r(A)    G(r)    d_r    d_Gr
   1.065900e+02     5.131300e-02    -8.036696e+01     4.739577e-04  
   1.066000e+02     5.024242e-02    -8.037450e+01     4.740325e-04  
   1.066100e+02     4.765943e-02    -8.038204e+01     4.741766e-04  
   1.066200e+02     4.365461e-02    -8.038958e+01     4.743459e-04  
   1.066300e+02     3.840054e-02    -8.039712e+01     4.744884e-04  
   1.066400e+02     3.214201e-02    -8.040466e+01     4.745605e-04  
   1.066500e+02     2.518205e-02    -8.041220e+01     4.745401e-04  
   1.066600e+02     1.786430e-02    -8.041974e+01     4.744335e-04  
   1.066700e+02     1.055303e-02    -8.042728e+01     4.742729e-04  
   1.066800e+02     3.611820e-03    -8.043482e+01     4.741075e-04  
   1.066900e+02    -2.617880e-03    -8.044236e+01     4.739878e-04  
   1.067000e+02    -7.836896e-03    -8.044990e+01     4.739503e-04  
   1.067100e+02    -1.180612e-02    -8.045744e+01     4.740065e-04  
   1.067200e+02    -1.436082e-02    -8.046498e+01     4.741392e-04  
   1.067300e+02    -1.542059e-02    -8.047252e+01     4.743077e-04  
   1.067400e+02    -1.499436e-02    -8.048006e+01     4.744604e-04  
   1.067500e+02    -1.318012e-02    -8.048760e+01     4.745508e-04  
   1.067600e+02    -1.015938e-02    -8.049514e+01     4.745512e-04  
   1.067700e+02    -6.186585e-03    -8.050268e+01     4.744614e-04  
   1.067800e+02    -1.574248e-03    -8.051022e+01     4.743088e-04  
   1.067900e+02     3.325518e-03    -8.051776e+01     4.741401e-04  
   1.068000e+02     8.141847e-03    -8.052530e+01     4.740067e-04  
   1.068100e+02     1.250717e-02    -8.053284e+01     4.739494e-04  
   1.068200e+02     1.607914e-02    -8.054038e+01     4.739857e-04  
   1.068300e+02     1.856115e-02    -8.054792e+01     4.741044e-04  
   1.068400e+02     1.972019e-02    -8.055546e+01     4.742690e-04  
   1.068500e+02     1.940098e-02    -8.056300e+01     4.744291e-04  
   1.068600e+02     1.753548e-02    -8.057054e+01     4.745357e-04  
   1.068700e+02     1.414733e-02    -8.057808e+01     4.745562e-04  
   1.068800e+02     9.350722e-03    -8.058562e+01     4.744842e-04  
   1.068900e+02     3.344040e-03    -8.059316e+01     4.743416e-04  
   1.069000e+02    -3.601653e-03    -8.060070e+01     4.741720e-04  
   1.069100e+02    -1.115838e-02    -8.060824e+01     4.740271e-04  
   1.069200e+02    -1.896044e-02    -8.061578e+01     4.739512e-04  
   1.069300e+02    -2.662585e-02    -8.062332e+01     4.739677e-04  
   1.069400e+02    -3.377879e-02    -8.063086e+01     4.740714e-04  
   1.069500e+02    -4.007162e-02    -8.063840e+01     4.742306e-04  
   1.069600e+02    -4.520533e-02    -8.064594e+01     4.743968e-04  
   1.069700e+02    -4.894704e-02    -8.065348e+01     4.745191e-04  
   1.069800e+02    -5.114356e-02    -8.066102e+01     4.745602e-04  
   1.069900e+02    -5.173026e-02    -8.066856e+01     4.745077e-04  
   1.070000e+02    -5.073471e-02    -8.067610e+01     4.743776e-04  
   1.070100e+02    -4.827482e-02    -8.068364e+01     4.742098e-04  
   1.070200e+02    -4.455169e-02    -8.069118e+01     4.740554e-04  
   1.070300e+02    -3.983758e-02    -8.069872e+01     4.739619e-04  
   1.070400e+02    -3.445976e-02    -8.070626e+01     4.739578e-04  
   1.070500e+02    -2.878108e-02    -8.071379e+01     4.740445e-04  
   1.070600e+02    -2.317871e-02    -8.072133e+01     4.741955e-04  
   1.070700e+02    -1.802200e-02    -8.072887e+01     4.743646e-04  
   1.070800e+02    -1.365097e-02    -8.073641e+01     4.745003e-04  
   1.070900e+02    -1.035669e-02    -8.074395e+01     4.745612e-04  
   1.071000e+02    -8.364603e-03    -8.075149e+01     4.745288e-04  
   1.071100e+02    -7.821828e-03    -8.075903e+01     4.744131e-04  
   1.071200e+02    -8.789175e-03    -8.076657e+01     4.742496e-04  
   1.071300e+02    -1.123824e-02    -8.077411e+01     4.740884e-04  
   1.071400e+02    -1.505375e-02    -8.078165e+01     4.739788e-04  
   1.071500e+02    -2.004098e-02    -8.078919e+01     4.739547e-04  
   1.071600e+02    -2.593773e-02    -8.079673e+01     4.740235e-04  
   1.071700e+02    -3.243008e-02    -8.080427e+01     4.741644e-04  
   1.071800e+02    -3.917112e-02    -8.081181e+01     4.743345e-04  
   1.071900e+02    -4.580123e-02    -8.081935e+01     4.744818e-04  
   1.072000e+02    -5.196899e-02    -8.082689e+01     4.745616e-04  
   1.072100e+02    -5.735138e-02    -8.083443e+01     4.745497e-04  
   1.072200e+02    -6.167198e-02    -8.084197e+01     4.744499e-04  
   1.072300e+02    -6.471634e-02    -8.084951e+01     4.742927e-04  
   1.072400e+02    -6.634353e-02    -8.085705e+01     4.741263e-04  
   1.072500e+02    -6.649326e-02    -8.086459e+01     4.740016e-04  
   1.072600e+02    -6.518827e-02    -8.087213e+01     4.739569e-04  
   1.072700e+02    -6.253188e-02    -8.087967e+01     4.740059e-04  
   1.072800e+02    -5.870090e-02    -8.088721e+01     4.741337e-04  
   1.072900e+02    -5.393450e-02    -8.089475e+01     4.743011e-04  
   1.073000e+02    -4.851957e-02    -8.090229e+01     4.744570e-04  
   1.073100e+02    -4.277363e-02    -8.090983e+01     4.745538e-04  
   1.073200e+02    -3.702624e-02    -8.091737e+01     4.745620e-04  
   1.073300e+02    -3.160004e-02    -8.092491e+01     4.744792e-04  
   1.073400e+02    -2.679247e-02    -8.093245e+01     4.743306e-04  
   1.073500e+02    -2.285931e-02    -8.093999e+01     4.741617e-04  
   1.073600e+02    -2.000080e-02    -8.094753e+01     4.740242e-04  
   1.073700e+02    -1.835121e-02    -8.095507e+01     4.739603e-04  
   1.073800e+02    -1.797238e-02    -8.096261e+01     4.739895e-04  
   1.073900e+02    -1.885138e-02    -8.097015e+01     4.741031e-04  
   1.074000e+02    -2.090255e-02    -8.097769e+01     4.742662e-04  
   1.074100e+02    -2.397356e-02    -8.098523e+01     4.744291e-04  
   1.074200e+02    -2.785512e-02    -8.099277e+01     4.745419e-04  
   1.074300e+02    -3.229373e-02    -8.100031e+01     4.745703e-04  
   1.074400e+02    -3.700665e-02    -8.100785e+01     4.745054e-04  
   1.074500e+02    -4.169824e-02    -8.101539e+01     4.743671e-04  
   1.074600e+02    -4.607673e-02    -8.102293e+01     4.741974e-04  
   1.074700e+02    -4.987042e-02    -8.103047e+01     4.740481e-04  
   1.074800e+02    -5.284252e-02    -8.103801e+01     4.739648e-04  
   1.074900e+02    -5.480367e-02    -8.104555e+01     4.739728e-04  
   1.075000e+02    -5.562177e-02    -8.105309e+01     4.740695e-04  
   1.075100e+02    -5.522829e-02    -8.106063e+01     4.742251e-04  
   1.075200e+02    -5.362106e-02    -8.106817e+01     4.743919e-04  
   1.075300e+02    -5.086341e-02    -8.107571e+01     4.745187e-04  
   1.075400e+02    -4.707958e-02    -8.108325e+01     4.745668e-04  
   1.075500e+02    -4.244708e-02    -8.109079e+01     4.745211e-04  
   1.075600e+02    -3.718611e-02    -8.109833e+01     4.743956e-04  
   1.075700e+02    -3.154694e-02    -8.110587e+01     4.742285e-04  
   1.075800e+02    -2.579585e-02    -8.111341e+01     4.740707e-04  
   1.075900e+02    -2.020037e-02    -8.112095e+01     4.739704e-04  
   1.076000e+02    -1.501479e-02    -8.112849e+01     4.739583e-04  
   1.076100e+02    -1.046650e-02    -8.113602e+01     4.740381e-04  
   1.076200e+02    -6.744043e-03    -8.114356e+01     4.741852e-04  
   1.076300e+02    -3.987375e-03    -8.115110e+01     4.743547e-04  
   1.076400e+02    -2.280905e-03    -8.115864e+01     4.744948e-04  
   1.076500e+02    -1.649550e-03    -8.116618e+01     4.745625e-04  
   1.076600e+02    -2.058054e-03    -8.117372e+01     4.745372e-04  
   1.076700e+02    -3.413504e-03    -8.118126e+01     4.744265e-04  
   1.076800e+02    -5.570925e-03    -8.118880e+01     4.742639e-04  
   1.076900e+02    -8.341588e-03    -8.119634e+01     4.740992e-04  
   1.077000e+02    -1.150360e-02    -8.120388e+01     4.739824e-04  
   1.077100e+02    -1.481418e-02    -8.121142e+01     4.739492e-04  
   1.077200e+02    -1.802303e-02    -8.121896e+01     4.740096e-04  
   1.077300e+02    -2.088598e-02    -8.122650e+01     4.741451e-04  
   1.077400e+02    -2.317832e-02    -8.123404e+01     4.743141e-04  
   1.077500e+02    -2.470710e-02    -8.124158e+01     4.744649e-04  
   1.077600e+02    -2.532164e-02    -8.124912e+01     4.745514e-04  
   1.077700e+02    -2.492185e-02    -8.125666e+01     4.745472e-04  
   1.077800e+02    -2.346390e-02    -8.126420e+01     4.744535e-04  
   1.077900e+02    -2.096284e-02    -8.127174e+01     4.742989e-04  
   1.078000e+02    -1.749205e-02    -8.127928e+01     4.741307e-04  
   1.078100e+02    -1.317967e-02    -8.128682e+01     4.740001e-04  
   1.078200e+02    -8.201971e-03    -8.129436e+01     4.739473e-04  
   1.078300e+02    -2.774088e-03    -8.130190e+01     4.739882e-04  
   1.078400e+02     2.861374e-03    -8.130944e+01     4.741106e-04  
   1.078500e+02     8.447384e-03    -8.131698e+01     4.742768e-04  
   1.078600e+02     1.372643e-02    -8.132452e+01     4.744361e-04  
   1.078700e+02     1.845465e-02    -8.133206e+01     4.745400e-04  
   1.078800e+02     2.241546e-02    -8.133960e+01     4.745567e-04  
   1.078900e+02     2.543177e-02    -8.134714e+01     4.744811e-04  
   1.079000e+02     2.737633e-02    -8.135468e+01     4.743363e-04  
   1.079100e+02     2.817944e-02    -8.136222e+01     4.741665e-04  
   1.079200e+02     2.783363e-02    -8.136976e+01     4.740235e-04  
   1.079300e+02     2.639497e-02    -8.137730e+01     4.739510e-04  
   1.079400e+02     2.398090e-02    -8.138484e+01     4.739711e-04  
   1.079500e+02     2.076461e-02    -8.139238e+01     4.740776e-04  
   1.079600e+02     1.696624e-02    -8.139992e+01     4.742378e-04  
   1.079700e+02     1.284125e-02    -8.140746e+01     4.744029e-04  
   1.079800e+02     8.666646e-03    -8.141500e+01     4.745223e-04  
   1.079900e+02     4.725694e-03    -8.142254e+01     4.745597e-04  
   1.080000e+02     1.292040e-03    -8.143008e+01     4.745038e-04  
   1.080100e+02    -1.385962e-03    -8.143762e+01     4.743717e-04  
   1.080200e+02    -3.099762e-03    -8.144516e+01     4.742039e-04  
   1.080300e+02    -3.693145e-03    -8.145270e+01     4.740518e-04  
   1.080400e+02    -3.072007e-03    -8.146024e+01     4.739620e-04  
   1.080500e+02    -1.210746e-03    -8.146778e+01     4.739620e-04  
   1.080600e+02     1.845156e-03    -8.147532e+01     4.740520e-04  
   1.080700e+02     5.980618e-03    -8.148286e+01     4.742044e-04  
   1.080800e+02     1.101650e-02    -8.149040e+01     4.743727e-04  
   1.080900e+02     1.671897e-02    -8.149794e+01     4.745055e-04  
   1.081000e+02     2.281225e-02    -8.150548e+01     4.745623e-04  
   1.081100e+02     2.899399e-02    -8.151302e+01     4.745258e-04  
   1.081200e+02     3.495260e-02    -8.152056e+01     4.744073e-04  
   1.081300e+02     4.038529e-02    -8.152810e+01     4.742429e-04  
   1.081400e+02     4.501602e-02    -8.153564e+01     4.740829e-04  
   1.081500e+02     4.861214e-02    -8.154318e+01     4.739763e-04  
   1.081600e+02     5.099871e-02    -8.155072e+01     4.739558e-04  
   1.081700e+02     5.206969e-02    -8.155825e+01     4.740276e-04  
   1.081800e+02     5.179511e-02    -8.156579e+01     4.741699e-04  
   1.081900e+02     5.022387e-02    -8.157333e+01     4.743392e-04  
   1.082000e+02     4.748179e-02    -8.158087e+01     4.744838e-04  
   1.082100e+02     4.376499e-02    -8.158841e+01     4.745598e-04  
   1.082200e+02     3.932896e-02    -8.159595e+01     4.745441e-04  
   1.082300e+02     3.447378e-02    -8.160349e+01     4.744415e-04  
   1.082400e+02     2.952642e-02    -8.161103e+01     4.742837e-04  
   1.082500e+02     2.482116e-02    -8.161857e+01     4.741189e-04  
   1.082600e+02     2.067920e-02    -8.162611e+01     4.739976e-04  
   1.082700e+02     1.738882e-02    -8.163365e+01     4.739572e-04  
   1.082800e+02     1.518719e-02    -8.164119e+01     4.740099e-04  
   1.082900e+02     1.424513e-02    -8.164873e+01     4.741399e-04  
   1.083000e+02     1.465567e-02    -8.165627e+01     4.743073e-04  
   1.083100e+02     1.642726e-02    -8.166381e+01     4.744610e-04  
   1.083200e+02     1.948211e-02    -8.167135e+01     4.745542e-04  
   1.083300e+02     2.365985e-02    -8.167889e+01     4.745584e-04  
   1.083400e+02     2.872633e-02    -8.168643e+01     4.744725e-04  
   1.083500e+02     3.438714e-02    -8.169397e+01     4.743226e-04  
   1.083600e+02     4.030504e-02    -8.170151e+01     4.741547e-04  
   1.083700e+02     4.612029e-02    -8.170905e+01     4.740201e-04  
   1.083800e+02     5.147263e-02    -8.171659e+01     4.739600e-04  
   1.083900e+02     5.602361e-02    -8.172413e+01     4.739930e-04  
   1.084000e+02     5.947777e-02    -8.173167e+01     4.741088e-04  
   1.084100e+02     6.160149e-02    -8.173921e+01     4.742722e-04  
   1.084200e+02     6.223812e-02    -8.174675e+01     4.744332e-04  
   1.084300e+02     6.131858e-02    -8.175429e+01     4.745426e-04  
   1.084400e+02     5.886650e-02    -8.176183e+01     4.745672e-04  
   1.084500e+02     5.499775e-02    -8.176937e+01     4.744993e-04  
   1.084600e+02     4.991412e-02    -8.177691e+01     4.743597e-04  
   1.084700e+02     4.389162e-02    -8.178445e+01     4.741911e-04  
   1.084800e+02     3.726402e-02    -8.179199e+01     4.740449e-04  
   1.084900e+02     3.040266e-02    -8.179953e+01     4.739657e-04  
   1.085000e+02     2.369366e-02    -8.180707e+01     4.739778e-04  
   1.085100e+02     1.751417e-02    -8.181461e+01     4.740772e-04  
   1.085200e+02     1.220884e-02    -8.182215e+01     4.742336e-04  
   1.085300e+02     8.068295e-03    -8.182969e+01     4.743989e-04  
   1.085400e+02     5.310783e-03    -8.183723e+01     4.745225e-04  
   1.085500e+02     4.068262e-03    -8.184477e+01     4.745666e-04  
   1.085600e+02     4.377841e-03    -8.185231e+01     4.745177e-04  
   1.085700e+02     6.179116e-03    -8.185985e+01     4.743906e-04  
   1.085800e+02     9.317631e-03    -8.186739e+01     4.742241e-04  
   1.085900e+02     1.355427e-02    -8.187493e+01     4.740690e-04  
   1.086000e+02     1.857999e-02    -8.188247e+01     4.739728e-04  
   1.086100e+02     2.403507e-02    -8.189001e+01     4.739647e-04  
   1.086200e+02     2.953155e-02    -8.189755e+01     4.740473e-04  
   1.086300e+02     3.467755e-02    -8.190509e+01     4.741952e-04  
   1.086400e+02     3.910192e-02    -8.191263e+01     4.743630e-04  
   1.086500e+02     4.247759e-02    -8.192017e+01     4.744994e-04  
   1.086600e+02     4.454220e-02    -8.192771e+01     4.745626e-04  
   1.086700e+02     4.511466e-02    -8.193525e+01     4.745331e-04  
   1.086800e+02     4.410665e-02    -8.194279e+01     4.744198e-04  
   1.086900e+02     4.152815e-02    -8.195033e+01     4.742571e-04  
   1.087000e+02     3.748683e-02    -8.195787e+01     4.740944e-04  
   1.087100e+02     3.218123e-02    -8.196541e+01     4.739813e-04  
   1.087200e+02     2.588817e-02    -8.197295e+01     4.739522e-04  
   1.087300e+02     1.894519e-02    -8.198048e+01     4.740157e-04  
   1.087400e+02     1.172916e-02    -8.198802e+01     4.741523e-04  
   1.087500e+02     4.632414e-03    -8.199556e+01     4.743200e-04  
   1.087600e+02    -1.962101e-03    -8.200310e+01     4.744675e-04  
   1.087700e+02    -7.705013e-03    -8.201064e+01     4.745496e-04  
   1.087800e+02    -1.230258e-02    -8.201818e+01     4.745413e-04  
   1.087900e+02    -1.553513e-02    -8.202572e+01     4.744452e-04  
   1.088000e+02    -1.727083e-02    -8.203326e+01     4.742905e-04  
   1.088100e+02    -1.747371e-02    -8.204080e+01     4.741247e-04  
   1.088200e+02    -1.620574e-02    -8.204834e+01     4.739984e-04  
   1.088300e+02    -1.362253e-02    -8.205588e+01     4.739502e-04  
   1.088400e+02    -9.963167e-03    -8.206342e+01     4.739950e-04  
   1.088500e+02    -5.534737e-03    -8.207096e+01     4.741190e-04  
   1.088600e+02    -6.926082e-04    -8.207850e+01     4.742841e-04  
   1.088700e+02     4.182318e-03    -8.208604e+01     4.744399e-04  
   1.088800e+02     8.707877e-03    -8.209358e+01     4.745386e-04  
   1.088900e+02     1.252490e-02    -8.210112e+01     4.745501e-04  
   1.089000e+02     1.531993e-02    -8.210866e+01     4.744708e-04  
   1.089100e+02     1.684486e-02    -8.211620e+01     4.743247e-04  
   1.089200e+02     1.693248e-02    -8.212374e+01     4.741565e-04  
   1.089300e+02     1.550663e-02    -8.213128e+01     4.740175e-04  
   1.089400e+02     1.258668e-02    -8.213882e+01     4.739502e-04  
   1.089500e+02     8.285836e-03    -8.214636e+01     4.739751e-04  
   1.089600e+02     2.803552e-03    -8.215390e+01     4.740847e-04  
   1.089700e+02    -3.587496e-03    -8.216144e+01     4.742454e-04  
   1.089800e+02    -1.055899e-02    -8.216898e+01     4.744081e-04  
   1.089900e+02    -1.774793e-02    -8.217652e+01     4.745232e-04  
   1.090000e+02    -2.477971e-02    -8.218406e+01     4.745557e-04  
   1.090100e+02    -3.129169e-02    -8.219160e+01     4.744958e-04  
   1.090200e+02    -3.695585e-02    -8.219914e+01     4.743619e-04  
   1.090300e+02    -4.149915e-02    -8.220668e+01     4.741952e-04  
   1.090400e+02    -4.472016e-02    -8.221422e+01     4.740467e-04  
   1.090500e+02    -4.650107e-02    -8.222176e+01     4.739620e-04  
   1.090600e+02    -4.681432e-02    -8.222930e+01     4.739671e-04  
   1.090700e+02    -4.572342e-02    -8.223684e+01     4.740607e-04  
   1.090800e+02    -4.337809e-02    -8.224438e+01     4.742141e-04  
   1.090900e+02    -4.000387e-02    -8.225192e+01     4.743805e-04  
   1.091000e+02    -3.588717e-02    -8.225946e+01     4.745091e-04  
   1.091100e+02    -3.135649e-02    -8.226700e+01     4.745607e-04  
   1.091200e+02    -2.676122e-02    -8.227454e+01     4.745196e-04  
   1.091300e+02    -2.244933e-02    -8.228208e+01     4.743983e-04  
   1.091400e+02    -1.874531e-02    -8.228962e+01     4.742340e-04  
   1.091500e+02    -1.592983e-02    -8.229716e+01     4.740769e-04  
   1.091600e+02    -1.422236e-02    -8.230470e+01     4.739751e-04  
   1.091700e+02    -1.376784e-02    -8.231224e+01     4.739599e-04  
   1.091800e+02    -1.462816e-02    -8.231978e+01     4.740360e-04  
   1.091900e+02    -1.677893e-02    -8.232732e+01     4.741802e-04  
   1.092000e+02    -2.011180e-02    -8.233486e+01     4.743486e-04  
   1.092100e+02    -2.444197e-02    -8.234240e+01     4.744898e-04  
   1.092200e+02    -2.952052e-02    -8.234994e+01     4.745608e-04  
   1.092300e+02    -3.505059e-02    -8.235748e+01     4.745402e-04  
   1.092400e+02    -4.070651e-02    -8.236502e+01     4.744344e-04  
   1.092500e+02    -4.615449e-02    -8.237256e+01     4.742758e-04  
   1.092600e+02    -5.107373e-02    -8.238010e+01     4.741132e-04  
   1.092700e+02    -5.517645e-02    -8.238764e+01     4.739962e-04  
   1.092800e+02    -5.822575e-02    -8.239518e+01     4.739610e-04  
   1.092900e+02    -6.005012e-02    -8.240271e+01     4.740184e-04  
   1.093000e+02    -6.055378e-02    -8.241025e+01     4.741508e-04  
   1.093100e+02    -5.972216e-02    -8.241779e+01     4.743179e-04  
   1.093200e+02    -5.762235e-02    -8.242533e+01     4.744685e-04  
   1.093300e+02    -5.439846e-02    -8.243287e+01     4.745568e-04  
   1.093400e+02    -5.026223e-02    -8.244041e+01     4.745557e-04  
   1.093500e+02    -4.547955e-02    -8.244795e+01     4.744656e-04  
   1.093600e+02    -4.035369e-02    -8.245549e+01     4.743139e-04  
   1.093700e+02    -3.520639e-02    -8.246303e+01     4.741470e-04  
   1.093800e+02    -3.035793e-02    -8.247057e+01     4.740159e-04  
   1.093900e+02    -2.610743e-02    -8.247811e+01     4.739606e-04  
   1.094000e+02    -2.271457e-02    -8.248565e+01     4.739982e-04  
   1.094100e+02    -2.038381e-02    -8.249319e+01     4.741170e-04  
   1.094200e+02    -1.925213e-02    -8.250073e+01     4.742807e-04  
   1.094300e+02    -1.938093e-02    -8.250827e+01     4.744393e-04  
   1.094400e+02    -2.075252e-02    -8.251581e+01     4.745444e-04  
   1.094500e+02    -2.327150e-02    -8.252335e+01     4.745638e-04  
   1.094600e+02    -2.677072e-02    -8.253089e+01     4.744917e-04  
   1.094700e+02    -3.102163e-02    -8.253843e+01     4.743500e-04  
   1.094800e+02    -3.574818e-02    -8.254597e+01     4.741820e-04  
   1.094900e+02    -4.064353e-02    -8.255351e+01     4.740390e-04  
   1.095000e+02    -4.538850e-02    -8.256105e+01     4.739647e-04  
   1.095100e+02    -4.967066e-02    -8.256859e+01     4.739817e-04  
   1.095200e+02    -5.320289e-02    -8.257613e+01     4.740848e-04  
   1.095300e+02    -5.574036e-02    -8.258367e+01     4.742422e-04  
   1.095400e+02    -5.709497e-02    -8.259121e+01     4.744058e-04  
   1.095500e+02    -5.714622e-02    -8.259875e+01     4.745254e-04  
   1.095600e+02    -5.584824e-02    -8.260629e+01     4.745645e-04  
   1.095700e+02    -5.323219e-02    -8.261383e+01     4.745109e-04  
   1.095800e+02    -4.940429e-02    -8.262137e+01     4.743810e-04  
   1.095900e+02    -4.453938e-02    -8.262891e+01     4.742143e-04  
   1.096000e+02    -3.887052e-02    -8.263645e+01     4.740616e-04  
   1.096100e+02    -3.267523e-02    -8.264399e+01     4.739696e-04  
   1.096200e+02    -2.625925e-02    -8.265153e+01     4.739664e-04  
   1.096300e+02    -1.993869e-02    -8.265907e+01     4.740527e-04  
   1.096400e+02    -1.402172e-02    -8.266661e+01     4.742022e-04  
   1.096500e+02    -8.790745e-03    -8.267415e+01     4.743689e-04  
   1.096600e+02    -4.486227e-03    -8.268169e+01     4.745018e-04  
   1.096700e+02    -1.292987e-03    -8.268923e+01     4.745603e-04  
   1.096800e+02     6.701964e-04    -8.269677e+01     4.745264e-04  
   1.096900e+02     1.357112e-03    -8.270431e+01     4.744102e-04  
   1.097000e+02     7.964091e-04    -8.271185e+01     4.742473e-04  
   1.097100e+02    -9.104572e-04    -8.271939e+01     4.740873e-04  
   1.097200e+02    -3.595490e-03    -8.272693e+01     4.739790e-04  
   1.097300e+02    -7.034241e-03    -8.273447e+01     4.739555e-04  
   1.097400e+02    -1.095914e-02    -8.274201e+01     4.740239e-04  
   1.097500e+02    -1.507525e-02    -8.274955e+01     4.741632e-04  
   1.097600e+02    -1.907763e-02    -8.275709e+01     4.743308e-04  
   1.097700e+02    -2.266907e-02    -8.276463e+01     4.744753e-04  
   1.097800e+02    -2.557753e-02    -8.277217e+01     4.745525e-04  
   1.097900e+02    -2.757188e-02    -8.277971e+01     4.745389e-04  
   1.098000e+02    -2.847531e-02    -8.278725e+01     4.744384e-04  
   1.098100e+02    -2.817556e-02    -8.279479e+01     4.742817e-04  
   1.098200e+02    -2.663131e-02    -8.280233e+01     4.741165e-04  
   1.098300e+02    -2.387444e-02    -8.280987e+01     4.739932e-04  
   1.098400e+02    -2.000803e-02    -8.281741e+01     4.739495e-04  
   1.098500e+02    -1.520014e-02    -8.282495e+01     4.739986e-04  
   1.098600e+02    -9.673822e-03    -8.283248e+01     4.741255e-04  
   1.098700e+02    -3.693885e-03    -8.284002e+01     4.742913e-04  
   1.098800e+02     2.448784e-03    -8.284756e+01     4.744453e-04  
   1.098900e+02     8.454456e-03    -8.285510e+01     4.745404e-04  
   1.099000e+02     1.403233e-02    -8.286264e+01     4.745477e-04  
   1.099100e+02     1.891777e-02    -8.287018e+01     4.744651e-04  
   1.099200e+02     2.288806e-02    -8.287772e+01     4.743177e-04  
   1.099300e+02     2.577567e-02    -8.288526e+01     4.741507e-04  
   1.099400e+02     2.747823e-02    -8.289280e+01     4.740151e-04  
   1.099500e+02     2.796474e-02    -8.290034e+01     4.739526e-04  
   1.099600e+02     2.727747e-02    -8.290788e+01     4.739822e-04  
   1.099700e+02     2.552946e-02    -8.291542e+01     4.740950e-04  
   1.099800e+02     2.289787e-02    -8.292296e+01     4.742565e-04  
   1.099900e+02     1.961336e-02    -8.293050e+01     4.744173e-04  
   1.100000e+02     1.594626e-02    -8.293804e+01     4.745284e-04  
   1.100100e+02     1.219028e-02    -8.294558e+01     4.745559e-04  
   1.100200e+02     8.644752e-03    -8.295312e+01     4.744915e-04  
   1.100300e+02     5.596418e-03    -8.296066e+01     4.743547e-04  
   1.100400e+02     3.301900e-03    -8.296820e+01     4.741875e-04  
   1.100500e+02     1.971900e-03    -8.297574e+01     4.740409e-04  
   1.100600e+02     1.758100e-03    -8.298328e+01     4.739597e-04  
   1.100700e+02     2.743570e-03    -8.299082e+01     4.739688e-04  
   1.100800e+02     4.937288e-03    -8.299836e+01     4.740653e-04  
   1.100900e+02     8.273144e-03    -8.300590e+01     4.742197e-04  
   1.101000e+02     1.261351e-02    -8.301344e+01     4.743848e-04  
   1.101100e+02     1.775722e-02    -8.302098e+01     4.745103e-04  
   1.101200e+02     2.345143e-02    -8.302852e+01     4.745579e-04  
   1.101300e+02     2.940677e-02    -8.303606e+01     4.745132e-04  
   1.101400e+02     3.531479e-02    -8.304360e+01     4.743901e-04  
   1.101500e+02     4.086670e-02    -8.305114e+01     4.742264e-04  
   1.101600e+02     4.577222e-02    -8.305868e+01     4.740723e-04  
   1.101700e+02     4.977741e-02    -8.306622e+01     4.739752e-04  
   1.101800e+02     5.268039e-02    -8.307376e+01     4.739650e-04  
   1.101900e+02     5.434389e-02    -8.308130e+01     4.740450e-04  
   1.102000e+02     5.470393e-02    -8.308884e+01     4.741908e-04  
   1.102100e+02     5.377397e-02    -8.309638e+01     4.743580e-04  
   1.102200e+02     5.164430e-02    -8.310392e+01     4.744955e-04  
   1.102300e+02     4.847672e-02    -8.311146e+01     4.745615e-04  
   1.102400e+02     4.449464e-02    -8.311900e+01     4.745358e-04  
   1.102500e+02     3.996942e-02    -8.312654e+01     4.744263e-04  
   1.102600e+02     3.520365e-02    -8.313408e+01     4.742665e-04  
   1.102700e+02     3.051233e-02    -8.314162e+01     4.741052e-04  
   1.102800e+02     2.620330e-02    -8.314916e+01     4.739918e-04  
   1.102900e+02     2.255806e-02    -8.315670e+01     4.739608e-04  
   1.103000e+02     1.981406e-02    -8.316424e+01     4.740219e-04  
   1.103100e+02     1.814988e-02    -8.317178e+01     4.741563e-04  
   1.103200e+02     1.767392e-02    -8.317932e+01     4.743228e-04  
   1.103300e+02     1.841755e-02    -8.318686e+01     4.744706e-04  
   1.103400e+02     2.033314e-02    -8.319440e+01     4.745546e-04  
   1.103500e+02     2.329701e-02    -8.320194e+01     4.745491e-04  
   1.103600e+02     2.711727e-02    -8.320948e+01     4.744560e-04  
   1.103700e+02     3.154597e-02    -8.321702e+01     4.743038e-04  
   1.103800e+02     3.629482e-02    -8.322456e+01     4.741391e-04  
   1.103900e+02     4.105358e-02    -8.323210e+01     4.740125e-04  
   1.104000e+02     4.550977e-02    -8.323964e+01     4.739630e-04  
   1.104100e+02     4.936867e-02    -8.324718e+01     4.740057e-04  
   1.104200e+02     5.237211e-02    -8.325471e+01     4.741279e-04  
   1.104300e+02     5.431499e-02    -8.326225e+01     4.742922e-04  
   1.104400e+02     5.505844e-02    -8.326979e+01     4.744484e-04  
   1.104500e+02     5.453866e-02    -8.327733e+01     4.745489e-04  
   1.104600e+02     5.277105e-02    -8.328487e+01     4.745629e-04  
   1.104700e+02     4.984914e-02    -8.329241e+01     4.744861e-04  
   1.104800e+02     4.593860e-02    -8.329995e+01     4.743418e-04  
   1.104900e+02     4.126650e-02    -8.330749e+01     4.741740e-04  
