1.490000e+00    -1.438578e+00     8.381334e-02  
1.550000e+00    -1.339521e+00     8.998983e-02  
1.610000e+00    -1.338016e+00     8.410190e-02  
1.670000e+00    -1.387843e+00     8.867411e-02  
1.730000e+00    -1.337123e+00     8.617890e-02  
1.790000e+00    -1.412776e+00     8.633026e-02  
1.850000e+00    -1.580939e+00     8.849338e-02  
1.910000e+00    -1.412034e+00     8.455578e-02  
1.970000e+00    -1.139441e+00     8.933725e-02  
2.030000e+00    -1.366998e+00     8.463800e-02  
2.090000e+00    -1.609514e+00     8.830655e-02  
2.150000e+00    -1.133191e+00     8.616936e-02  
2.210000e+00    -7.504647e-01     8.668116e-02  
2.270000e+00    -9.799987e-01     8.810312e-02  
2.330000e+00     6.107803e-01     8.502589e-02  
2.390000e+00     6.277992e+00     8.888735e-02  
2.450000e+00     1.288455e+01     8.490680e-02  
2.510000e+00     1.429830e+01     8.825730e-02  
2.570000e+00     9.239323e+00     8.631613e-02  
2.630000e+00     2.705100e+00     8.665363e-02  
2.690000e+00    -7.722150e-01     8.781860e-02  
2.750000e+00    -1.501372e+00     8.524228e-02  
2.810000e+00    -1.759700e+00     8.865812e-02  
2.870000e+00    -2.188935e+00     8.530532e-02  
2.930000e+00    -2.348533e+00     8.806776e-02  
2.990000e+00    -2.337236e+00     8.624986e-02  
3.050000e+00    -2.461444e+00     8.674126e-02  
3.110000e+00    -2.589266e+00     8.770250e-02  
3.170000e+00    -2.593021e+00     8.560513e-02  
3.230000e+00    -2.611468e+00     8.824143e-02  
3.290000e+00    -2.552333e+00     8.533489e-02  
3.350000e+00    -1.960618e+00     8.816083e-02  
3.410000e+00    -6.097196e-01     8.631281e-02  
3.470000e+00     1.014500e+00     8.679847e-02  
3.530000e+00     1.873343e+00     8.750884e-02  
3.590000e+00     1.186882e+00     8.580261e-02  
3.650000e+00    -6.343206e-01     8.815575e-02  
3.710000e+00    -2.205580e+00     8.546775e-02  
3.770000e+00    -2.730520e+00     8.797479e-02  
3.830000e+00    -2.759752e+00     8.636683e-02  
3.890000e+00    -2.920779e+00     8.681247e-02  
