3.950000e+00    -2.942857e+00     8.739672e-02  
4.010000e+00    -2.639789e+00     8.599417e-02  
4.070000e+00    -2.319291e+00     8.798621e-02  
4.130000e+00    -1.163683e+00     8.567084e-02  
4.190000e+00     2.716329e+00     8.787868e-02  
4.250000e+00     8.799190e+00     8.629595e-02  
4.310000e+00     1.277484e+01     8.690514e-02  
4.370000e+00     1.106387e+01     8.737418e-02  
4.430000e+00     5.265521e+00     8.592841e-02  
4.490000e+00    -3.905441e-02     8.783681e-02  
4.550000e+00    -2.514362e+00     8.598740e-02  
4.610000e+00    -3.118767e+00     8.776777e-02  
4.670000e+00    -3.342377e+00     8.634536e-02  
4.730000e+00    -3.511939e+00     8.692868e-02  
4.790000e+00    -3.155710e+00     8.713833e-02  
4.850000e+00    -1.703304e+00     8.619059e-02  
4.910000e+00     6.892164e-01     8.788676e-02  
4.970000e+00     2.550801e+00     8.586518e-02  
5.030000e+00     2.236157e+00     8.770755e-02  
5.090000e+00    -7.586038e-02     8.627722e-02  
5.150000e+00    -2.494151e+00     8.698983e-02  
5.210000e+00    -3.650505e+00     8.724892e-02  
5.270000e+00    -3.816918e+00     8.617831e-02  
5.330000e+00    -3.599214e+00     8.776965e-02  
5.390000e+00    -2.515036e+00     8.585342e-02  
5.450000e+00     3.392176e-01     8.767696e-02  
5.510000e+00     4.346958e+00     8.646102e-02  
5.570000e+00     6.925442e+00     8.698579e-02  
5.630000e+00     5.854665e+00     8.713015e-02  
5.690000e+00     1.882618e+00     8.622663e-02  
5.750000e+00    -1.989158e+00     8.772229e-02  
5.810000e+00    -3.833133e+00     8.602990e-02  
5.870000e+00    -4.181080e+00     8.761101e-02  
5.930000e+00    -4.024548e+00     8.633734e-02  
5.990000e+00    -3.250224e+00     8.703087e-02  
6.050000e+00    -1.858648e+00     8.714473e-02  
6.110000e+00    -1.022691e+00     8.635272e-02  
6.170000e+00    -1.606882e+00     8.751718e-02  
6.230000e+00    -2.836214e+00     8.602490e-02  
6.290000e+00    -3.560494e+00     8.768946e-02  
6.350000e+00    -3.471511e+00     8.639233e-02  
6.410000e+00    -1.896913e+00     8.700040e-02  
6.470000e+00     2.631839e+00     8.696004e-02  
6.530000e+00     9.447355e+00     8.650892e-02  
6.590000e+00     1.409131e+01     8.752513e-02  
6.650000e+00     1.248876e+01     8.617074e-02  
6.710000e+00     5.961341e+00     8.753185e-02  
6.770000e+00    -4.142968e-01     8.643915e-02  
6.830000e+00    -3.573468e+00     8.705433e-02  
6.890000e+00    -4.211947e+00     8.689872e-02  
6.950000e+00    -3.927327e+00     8.645406e-02  
7.010000e+00    -3.442143e+00     8.760140e-02  
7.070000e+00    -3.228470e+00     8.615774e-02  
7.130000e+00    -3.626529e+00     8.740803e-02  
7.190000e+00    -4.272592e+00     8.644384e-02  
7.250000e+00    -4.334534e+00     8.710905e-02  
7.310000e+00    -2.963758e+00     8.697451e-02  
7.370000e+00     3.228177e-01     8.649780e-02  
7.430000e+00     4.463596e+00     8.746396e-02  
7.490000e+00     6.583679e+00     8.619412e-02  
7.550000e+00     4.734383e+00     8.740958e-02  
7.610000e+00     5.058789e-01     8.646118e-02  
7.670000e+00    -2.636371e+00     8.716352e-02  
7.730000e+00    -2.923640e+00     8.691194e-02  
7.790000e+00    -1.080518e+00     8.653246e-02  
7.850000e+00     1.096579e+00     8.741985e-02  
7.910000e+00     1.784361e+00     8.624595e-02  
7.970000e+00     1.781685e-01     8.744896e-02  
8.030000e+00    -2.435906e+00     8.642838e-02  
8.090000e+00    -3.670114e+00     8.707518e-02  
8.150000e+00    -2.536611e+00     8.686382e-02  
8.210000e+00    -2.321136e-01     8.664116e-02  
8.270000e+00     1.262844e+00     8.739024e-02  
8.330000e+00     7.130975e-01     8.620594e-02  
8.390000e+00    -1.451351e+00     8.748512e-02  
8.450000e+00    -3.182695e+00     8.649456e-02  
8.510000e+00    -2.689061e+00     8.703170e-02  
8.570000e+00    -5.089507e-01     8.690379e-02  
8.630000e+00     1.123495e+00     8.665084e-02  
8.690000e+00     8.184972e-01     8.726226e-02  
8.750000e+00    -6.219127e-01     8.633674e-02  
8.810000e+00    -7.479563e-01     8.746492e-02  
8.870000e+00     2.644869e+00     8.642725e-02  
8.930000e+00     8.696530e+00     8.709356e-02  
8.990000e+00     1.282679e+01     8.685784e-02  
9.050000e+00     1.102496e+01     8.665154e-02  
9.110000e+00     4.547501e+00     8.731494e-02  
9.170000e+00    -1.751948e+00     8.633011e-02  
9.230000e+00    -5.012897e+00     8.733918e-02  
9.290000e+00    -6.006108e+00     8.653038e-02  
9.350000e+00    -6.256124e+00     8.712738e-02  
9.410000e+00    -6.076659e+00     8.679699e-02  
9.470000e+00    -4.957070e+00     8.668442e-02  
9.530000e+00    -2.306436e+00     8.726783e-02  
9.590000e+00     1.525300e+00     8.639119e-02  
9.650000e+00     4.400543e+00     8.737213e-02  
9.710000e+00     3.998700e+00     8.642649e-02  
9.770000e+00     7.049174e-01     8.716823e-02  
9.830000e+00    -2.604164e+00     8.683326e-02  
9.890000e+00    -3.887602e+00     8.663786e-02  
9.950000e+00    -3.688918e+00     8.729552e-02  
